"Protein.Group.","Protein.Accession..","Protein.Description","GN","PSM.","Total.Peptide.","Unique.Peptide.","X..Coverage","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SJPG0107947.001","sp|Q13315|ATM_HUMAN","Serine-protein kinase ATM OS=Homo sapiens OX=9606 GN=ATM PE=1 SV=4","ATM",15,12,11,4.55,0.0106561649350887,17.1890212888096,0.114576868337658,0.909828194488694,0.962383192005157,-6.53334688692118
"SJPG0108956.001","sp|O43313|ATMIN_HUMAN","ATM interactor OS=Homo sapiens OX=9606 GN=ATMIN PE=1 SV=2","ATMIN",1,1,0,0.85,-0.203700471648947,16.8485410247961,-1.56554078650045,0.131843060514969,0.35988142490922,-5.35162803837557
"SJPG0107878.001","sp|P54259|ATN1_HUMAN","Atrophin-1 OS=Homo sapiens OX=9606 GN=ATN1 PE=1 SV=3","ATN1",2,2,0,1.93,0.501729199006803,17.1249997945474,3.99818645597344,0.000613638027658588,0.0177466721898185,-0.438336421818466
"SJPG0100264.001","sp|O00244|ATOX1_HUMAN","Copper transport protein ATOX1 OS=Homo sapiens OX=9606 GN=ATOX1 PE=1 SV=1","ATOX1",6,3,0,38.23,-0.0386610149469995,17.8447163723379,-0.261055447682615,0.796497581078016,0.910485754507612,-6.50521692153725
"SJPG0105692.001","sp|P98196|AT11A_HUMAN","Probable phospholipid-transporting ATPase IH OS=Homo sapiens OX=9606 GN=ATP11A PE=1 SV=3","ATP11A",4,4,0,3,-0.235297673220529,16.5360049080943,-2.44244686166049,0.023156408980929,0.145069831679555,-3.84598319173468
"SJPG0106527.001","sp|P54707|AT12A_HUMAN","Potassium-transporting ATPase alpha chain 2 OS=Homo sapiens OX=9606 GN=ATP12A PE=1 SV=3","ATP12A",151,9,0,5.49,-0.0127400797626152,22.9876682472206,-0.0854290163581215,0.932699269317636,0.972386702368539,-6.53633157132945
"SJPG0102535.001","sp|Q9HD20|AT131_HUMAN","Manganese-transporting ATPase 13A1 OS=Homo sapiens OX=9606 GN=ATP13A1 PE=1 SV=2","ATP13A1",62,26,0,26.91,-0.0726725264499919,18.3498423991586,-0.699430794257505,0.491671583322728,0.723235675041628,-6.29231339505161
"SJPG0100132.001","sp|P05023|AT1A1_HUMAN","Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens OX=9606 GN=ATP1A1 PE=1 SV=1","ATP1A1",638,65,0,49.95,0.0183478115381703,23.4721784608488,0.127402278265439,0.899788709302496,0.957901696145971,-6.53175831228705
"SJPG0100290.001","sp|P50993|AT1A2_HUMAN","Sodium/potassium-transporting ATPase subunit alpha-2 OS=Homo sapiens OX=9606 GN=ATP1A2 PE=1 SV=1","ATP1A2",527,68,24,54.41,-0.0115621638950607,23.4750075882694,-0.085580153907877,0.932580506953558,0.972386702368539,-6.53631833706612
"SJPG0100113.001","sp|P13637|AT1A3_HUMAN","Sodium/potassium-transporting ATPase subunit alpha-3 OS=Homo sapiens OX=9606 GN=ATP1A3 PE=1 SV=3","ATP1A3",701,71,0,56.27,-0.0491808562150879,23.472881084293,-0.318477035772164,0.753151095239612,0.88759939570001,-6.48823875136528
"SJPG0105358.001","sp|Q13733|AT1A4_HUMAN","Sodium/potassium-transporting ATPase subunit alpha-4 OS=Homo sapiens OX=9606 GN=ATP1A4 PE=1 SV=3","ATP1A4",250,20,1,16.13,-0.00427747436773984,22.9867112382688,-0.0293894876262256,0.976821083335003,0.990539459784369,-6.53962675735474
"SJPG0100037.001","sp|P05026|AT1B1_HUMAN","Sodium/potassium-transporting ATPase subunit beta-1 OS=Homo sapiens OX=9606 GN=ATP1B1 PE=1 SV=1","ATP1B1",169,19,0,50.82,-0.163702468839251,22.7710691737869,-0.923550508299941,0.365820143758565,0.623247619047582,-6.11166556867728
"SJPG0101537.001","sp|P14415|AT1B2_HUMAN","Sodium/potassium-transporting ATPase subunit beta-2 OS=Homo sapiens OX=9606 GN=ATP1B2 PE=1 SV=3","ATP1B2",38,8,8,27.24,0.0537631674411045,20.0965804665827,0.342087493050259,0.735557680954136,0.877632574806448,-6.48029065059929
"SJPG0101370.001","sp|P54709|AT1B3_HUMAN","Sodium/potassium-transporting ATPase subunit beta-3 OS=Homo sapiens OX=9606 GN=ATP1B3 PE=1 SV=1","ATP1B3",8,4,0,14.69,-0.15568511689607,17.3209258877718,-0.969021676528905,0.34315247509905,0.603742365016128,-6.06935913074173
"SJPG0101360.001","sp|P16615|AT2A2_HUMAN","Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1","ATP2A2",288,59,0,49.33,0.0428683681783788,21.270903682792,0.220876740094065,0.827241919621648,0.925706182586836,-6.51510820266608
"SJPG0105955.001","sp|Q93084|AT2A3_HUMAN","Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 OS=Homo sapiens OX=9606 GN=ATP2A3 PE=1 SV=2","ATP2A3",60,12,0,9.49,0.0712176572020482,21.1976745925914,0.350658239754206,0.729207110867478,0.873878339172138,-6.47726639365044
"SJPG0101261.001","sp|P20020|AT2B1_HUMAN","Plasma membrane calcium-transporting ATPase 1 OS=Homo sapiens OX=9606 GN=ATP2B1 PE=1 SV=4","ATP2B1",372,57,0,37.46,0.151953803085192,23.035670813138,1.12982388910003,0.270816609602602,0.526559469959384,-5.90500443607449
"SJPG0100596.001","sp|Q01814|AT2B2_HUMAN","Plasma membrane calcium-transporting ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2B2 PE=1 SV=2","ATP2B2",237,54,0,40.06,0.231430620252837,21.2197547265322,1.53717991835363,0.138623174042625,0.36860037384069,-5.39213245134132
"SJPG0101602.001","sp|Q16720|AT2B3_HUMAN","Plasma membrane calcium-transporting ATPase 3 OS=Homo sapiens OX=9606 GN=ATP2B3 PE=1 SV=3","ATP2B3",112,35,0,26.48,0.109869464251936,21.3930597074814,0.655348727401608,0.519092746021043,0.744595212454602,-6.32226042892181
"SJPG0100494.001","sp|P23634|AT2B4_HUMAN","Plasma membrane calcium-transporting ATPase 4 OS=Homo sapiens OX=9606 GN=ATP2B4 PE=1 SV=2","ATP2B4",303,64,0,40.37,0.0546115488435568,22.070418440178,0.45067591197472,0.656669058512075,0.832809438752723,-6.4365238199159
"SJPG0104695.001","sp|P98194|AT2C1_HUMAN","Calcium-transporting ATPase type 2C member 1 OS=Homo sapiens OX=9606 GN=ATP2C1 PE=1 SV=3","ATP2C1",14,10,0,12.08,-0.012662219544989,17.8217252213634,-0.129211477021628,0.89837384270033,0.957901696145971,-6.53152068930706
"SJPG0106874.001","sp|P20648|ATP4A_HUMAN","Potassium-transporting ATPase alpha chain 1 OS=Homo sapiens OX=9606 GN=ATP4A PE=2 SV=5","ATP4A",109,7,1,5.99,0.0142164539752265,23.1846196365367,0.0979751945932173,0.92284633375735,0.967543207629025,-6.53515340757723
"SJPG0100161.001","sp|P25705|ATPA_HUMAN","ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1","ATP5F1A",659,52,0,70.88,-0.420950657794226,23.9983191591566,-2.1568869860707,0.0422993694081841,0.201041859048575,-4.38451800441289
"SJPG0100368.001","sp|P06576|ATPB_HUMAN","ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3","ATP5F1B",573,48,11,77.5,-0.226265852661456,23.0015155227818,-1.44883697959749,0.161601197576072,0.399260787938344,-5.51446552977416
"SJPG0101582.001","sp|P36542|ATPG_HUMAN","ATP synthase subunit gamma, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1C PE=1 SV=1","ATP5F1C",200,18,0,51.34,-0.19340001370724,22.1992388168604,-1.34516162305413,0.192386285905295,0.439804411615365,-5.6503971160749
"SJPG0103231.001","sp|P30049|ATPD_HUMAN","ATP synthase subunit delta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1D PE=1 SV=2","ATP5F1D",19,3,3,17.26,-0.207913963054281,19.8338605822185,-1.27501779583594,0.215711125140976,0.467388393762333,-5.7375291223634
"SJPG0100238.001","sp|P56381|ATP5E_HUMAN","ATP synthase subunit epsilon, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1E PE=1 SV=2","ATP5F1E",13,2,0,29.41,0.0596817505926737,19.661278155687,0.371271859965346,0.714015212286619,0.866626723762775,-6.4696899501853
"SJPG0100068.001","sp|Q9UII2|ATIF1_HUMAN","ATPase inhibitor, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5IF1 PE=1 SV=1","ATP5IF1",29,8,2,45.28,-0.177940086305423,20.8656471945066,-0.679321170264552,0.50407666144889,0.733042120995692,-6.30620635946997
"SJPG0111448.001","sp|P05496|AT5G1_HUMAN","ATP synthase F(0) complex subunit C1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5MC1 PE=1 SV=2","ATP5MC1",6,1,0,5.15,0.854861206876564,20.816019681903,4.85109356862887,7.71939163624186e-05,0.00461864760569419,1.55942970082589
"SJPG0101096.001","sp|Q96IX5|ATPMD_HUMAN","ATP synthase membrane subunit DAPIT, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5MD PE=1 SV=1","ATP5MD",13,2,2,18.96,0.208640069449086,18.5482123774784,1.92090405079048,0.0679040045563169,0.260095595809886,-4.79676586785726
"SJPG0101494.001","sp|P56385|ATP5I_HUMAN","ATP synthase subunit e, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5ME PE=1 SV=2","ATP5ME",18,5,5,62.31,0.178183102417616,20.5193749687376,1.55892299988989,0.133400074361792,0.362405079670512,-5.36113214640988
"SJPG0111451.001","sp|P56134|ATPK_HUMAN","ATP synthase subunit f, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5MF PE=1 SV=3","ATP5MF",15,3,0,25.53,0.278935282355693,19.6006789938907,2.96457525354556,0.00719833013904727,0.0777833434152948,-2.77180647424289
"SJPG0100793.001","sp|O75964|ATP5L_HUMAN","ATP synthase subunit g, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5MG PE=1 SV=3","ATP5MG",27,5,1,46.6,-0.0330343790827214,20.5439660560891,-0.309737934694393,0.759698605874431,0.891242442212441,-6.49103793803068
"SJPG0102119.001","sp|P56378|ATP68_HUMAN","ATP synthase subunit ATP5MPL, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5MPL PE=1 SV=1","ATP5MPL",28,4,0,48.27,0.300643683608278,19.0016076853974,2.92327955116228,0.0079155002981735,0.0811115599163399,-2.86022852067003
"SJPG0100158.001","sp|P24539|AT5F1_HUMAN","ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PB PE=1 SV=2","ATP5PB",108,17,2,56.64,-0.222439274861951,20.7514523729173,-1.85186229696934,0.0776237699013852,0.276607223158637,-4.91109645662773
"SJPG0100046.001","sp|O75947|ATP5H_HUMAN","ATP synthase subunit d, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PD PE=1 SV=3","ATP5PD",72,13,2,74.53,-0.209890052692209,20.5982374785888,-1.41193994685775,0.172068847946832,0.412987523048401,-5.5638026409402
"SJPG0100112.001","sp|P18859|ATP5J_HUMAN","ATP synthase-coupling factor 6, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PF PE=1 SV=1","ATP5PF",52,10,0,55.55,-0.252274520652684,20.042953192375,-1.38430843269719,0.180257914327959,0.424635570602507,-5.60005880820908
"SJPG0100930.001","sp|P48047|ATPO_HUMAN","ATP synthase subunit O, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PO PE=1 SV=1","ATP5PO",117,18,4,70.89,-0.183932661627978,21.3840000138944,-1.48181175419984,0.152687138807998,0.387240724453037,-5.46949094644051
"SJPG0111454.012","tr|A0A1B1PEP3|A0A1B1PEP3_HUMAN","ATP synthase subunit a OS=Homo sapiens OX=9606 GN=ATP6 PE=3 SV=1","ATP6",4,1,0,4.42,0.00745816103171748,19.9215947387079,0.0634320968346694,0.949999875761788,0.980065874153275,-6.53800838430494
"SJPG0103234.001","sp|Q15904|VAS1_HUMAN","V-type proton ATPase subunit S1 OS=Homo sapiens OX=9606 GN=ATP6AP1 PE=1 SV=2","ATP6AP1",35,9,6,15.96,-0.10065333807994,20.7725191134657,-0.445332541900053,0.660465785461656,0.835195831464676,-6.43895337040563
"SJPG0102593.001","sp|O75787|RENR_HUMAN","Renin receptor OS=Homo sapiens OX=9606 GN=ATP6AP2 PE=1 SV=2","ATP6AP2",24,9,0,32.28,0.0498797398348323,18.0868709727822,0.49298993598192,0.626943919961333,0.814507634167541,-6.41628191108122
"SJPG0100834.001","sp|Q93050|VPP1_HUMAN","V-type proton ATPase 116 kDa subunit a1 OS=Homo sapiens OX=9606 GN=ATP6V0A1 PE=1 SV=3","ATP6V0A1",377,43,0,44.32,-0.0959326716035704,22.4990795683217,-0.534433371484439,0.598445020263835,0.797891684080498,-6.39473796096747
"SJPG0103887.001","sp|P27449|VATL_HUMAN","V-type proton ATPase 16 kDa proteolipid subunit OS=Homo sapiens OX=9606 GN=ATP6V0C PE=1 SV=1","ATP6V0C",64,8,0,16.13,-0.132781670594625,20.536435151516,-0.52292682866839,0.606294452857502,0.801866638113592,-6.40088948562615
"SJPG0101593.001","sp|P61421|VA0D1_HUMAN","V-type proton ATPase subunit d 1 OS=Homo sapiens OX=9606 GN=ATP6V0D1 PE=1 SV=1","ATP6V0D1",141,18,0,49.57,-0.150168972387466,21.7607359325138,-0.721831219485124,0.478062091118438,0.716173533864294,-6.27638237887404
"SJPG0100660.001","sp|P38606|VATA_HUMAN","V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2","ATP6V1A",517,68,4,80.87,-0.123555647219145,23.380703196034,-1.0806911845211,0.291633512663268,0.547748525162379,-5.95762528799352
"SJPG0105703.001","sp|P15313|VATB1_HUMAN","V-type proton ATPase subunit B, kidney isoform OS=Homo sapiens OX=9606 GN=ATP6V1B1 PE=1 SV=3","ATP6V1B1",126,18,1,25.34,-0.0705349166136138,21.2912727097932,-0.687036810474172,0.499296293355515,0.729442246610636,-6.3009217595108
"SJPG0100541.001","sp|P21281|VATB2_HUMAN","V-type proton ATPase subunit B, brain isoform OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=3","ATP6V1B2",374,48,9,83.17,-0.1331936998901,23.2536091549092,-1.17226601247999,0.253729277818076,0.508157662757252,-5.85788161467102
"SJPG0100325.001","sp|P21283|VATC1_HUMAN","V-type proton ATPase subunit C 1 OS=Homo sapiens OX=9606 GN=ATP6V1C1 PE=1 SV=4","ATP6V1C1",218,33,31,76.44,-0.0722286603419171,21.3083442915585,-0.586317814099315,0.563678126335286,0.776358039005269,-6.36538465871717
"SJPG0100221.001","sp|Q9Y5K8|VATD_HUMAN","V-type proton ATPase subunit D OS=Homo sapiens OX=9606 GN=ATP6V1D PE=1 SV=1","ATP6V1D",103,20,1,68.82,-0.187792676669368,21.4702942571978,-1.35669968755475,0.188746582600076,0.434523646555875,-5.63568656475431
"SJPG0100313.001","sp|P36543|VATE1_HUMAN","V-type proton ATPase subunit E 1 OS=Homo sapiens OX=9606 GN=ATP6V1E1 PE=1 SV=1","ATP6V1E1",191,27,0,60.62,-0.149084754570399,22.1132544843031,-1.08999849729195,0.28760405627228,0.544589618884452,-5.94781759691234
"SJPG0100463.001","sp|Q16864|VATF_HUMAN","V-type proton ATPase subunit F OS=Homo sapiens OX=9606 GN=ATP6V1F PE=1 SV=2","ATP6V1F",63,9,0,88.23,-0.184083925632883,21.0715481655019,-1.06295205504768,0.299425441122631,0.556914975189363,-5.97610909988092
"SJPG0104014.001","sp|O75348|VATG1_HUMAN","V-type proton ATPase subunit G 1 OS=Homo sapiens OX=9606 GN=ATP6V1G1 PE=1 SV=3","ATP6V1G1",12,4,4,31.35,-0.0728281693954891,20.1777488688993,-0.487842959085149,0.630526519206005,0.816480036141598,-6.41883899791845
"SJPG0100029.001","sp|O95670|VATG2_HUMAN","V-type proton ATPase subunit G 2 OS=Homo sapiens OX=9606 GN=ATP6V1G2 PE=1 SV=1","ATP6V1G2",72,14,0,61.01,-0.139384386485137,21.4084272606327,-0.9068947005147,0.374368197288069,0.628761203540642,-6.12669279913797
"SJPG0100579.001","sp|Q9UI12|VATH_HUMAN","V-type proton ATPase subunit H OS=Homo sapiens OX=9606 GN=ATP6V1H PE=1 SV=1","ATP6V1H",153,25,1,47.41,-0.0493622813859176,21.0614641528545,-0.547928264662907,0.58930253277825,0.791179105391117,-6.38735741659846
"SJPG0109684.001","sp|Q04656|ATP7A_HUMAN","Copper-transporting ATPase 1 OS=Homo sapiens OX=9606 GN=ATP7A PE=1 SV=4","ATP7A",5,4,0,3.07,-0.144567899689488,15.8974847742693,-2.1953788182097,0.0390699205310137,0.193451109695569,-4.31432056057093
"SJPG0111462.010","tr|A0A343KKD8|A0A343KKD8_HUMAN","ATP synthase protein 8 OS=Homo sapiens OX=9606 GN=ATP8 PE=3 SV=1","ATP8",7,1,0,16.17,0.109895023922068,17.1002855101371,1.1835653578347,0.24931827264862,0.503588046811402,-5.84507840673896
"SJPG0101898.001","sp|Q9Y2Q0|AT8A1_HUMAN","Phospholipid-transporting ATPase IA OS=Homo sapiens OX=9606 GN=ATP8A1 PE=1 SV=1","ATP8A1",182,46,0,39.69,-0.0767477070088809,20.4961071221783,-0.466996982517683,0.645131089255969,0.82460307926821,-6.42892692236496
"SJPG0105274.001","sp|Q9NTI2|AT8A2_HUMAN","Phospholipid-transporting ATPase IB OS=Homo sapiens OX=9606 GN=ATP8A2 PE=1 SV=3","ATP8A2",14,5,1,4.8,-0.0348705754417189,19.5014689327931,-0.174557336507514,0.863036803307043,0.942854736117905,-6.52447280754055
"SJPG0110669.001","sp|O43520|AT8B1_HUMAN","Phospholipid-transporting ATPase IC OS=Homo sapiens OX=9606 GN=ATP8B1 PE=1 SV=3","ATP8B1",1,1,0,1.44,0.0572797959038382,16.827159526409,0.239777332583947,0.812740766576989,0.919102502394197,-6.51065954590438
"SJPG0110753.001","sp|O60423|AT8B3_HUMAN","Phospholipid-transporting ATPase IK OS=Homo sapiens OX=9606 GN=ATP8B3 PE=2 SV=4","ATP8B3",1,1,0,0.62,0.250149628630822,17.606451964865,1.00172847391684,0.327453674025565,0.586725950353448,-6.03777852991319
"SJPG0103115.001","sp|O75110|ATP9A_HUMAN","Probable phospholipid-transporting ATPase IIA OS=Homo sapiens OX=9606 GN=ATP9A PE=1 SV=3","ATP9A",73,25,5,26.55,0.207027998329401,19.5776828557316,1.61231133305909,0.121263740396821,0.346107901650275,-5.28355367055974
"SJPG0102788.001","sp|Q5TC12|ATPF1_HUMAN","ATP synthase mitochondrial F1 complex assembly factor 1 OS=Homo sapiens OX=9606 GN=ATPAF1 PE=1 SV=1","ATPAF1",102,16,0,52.44,0.172388412546386,21.1502527936065,1.14873875838707,0.263099738843467,0.51878289388113,-5.88419312942197
"SJPG0105820.001","sp|Q8N5M1|ATPF2_HUMAN","ATP synthase mitochondrial F1 complex assembly factor 2 OS=Homo sapiens OX=9606 GN=ATPAF2 PE=1 SV=1","ATPAF2",19,8,6,38.75,-0.0755945097985986,17.7576498206235,-0.922795558602442,0.366204757168145,0.623358198659025,-6.11235216732692
"SJPG0110931.001","sp|Q13535|ATR_HUMAN","Serine/threonine-protein kinase ATR OS=Homo sapiens OX=9606 GN=ATR PE=1 SV=3","ATR",1,1,0,0.57,-0.581365607404372,16.4683590323598,-2.70874983644526,0.012879946564584,0.105112318408428,-3.31069731180771
"SJPG0111466.001","sp|Q8WXE1|ATRIP_HUMAN","ATR-interacting protein OS=Homo sapiens OX=9606 GN=ATRIP PE=1 SV=1","ATRIP",4,1,0,1.39,-0.127760351910059,17.2049082447857,-1.01617723066474,0.320679675458374,0.580233353272291,-6.02352337369617
"SJPG0107032.001","sp|O75882|ATRN_HUMAN","Attractin OS=Homo sapiens OX=9606 GN=ATRN PE=1 SV=2","ATRN",5,4,1,3.22,0.00916210436243148,16.151355942311,0.0828399683015873,0.934733963803699,0.973109385461649,-6.53655464939269
"SJPG0106921.001","sp|P46100|ATRX_HUMAN","Transcriptional regulator ATRX OS=Homo sapiens OX=9606 GN=ATRX PE=1 SV=5","ATRX",63,34,0,15.57,0.438482954335161,19.3045596128149,3.90976318771676,0.000760534632616444,0.0199809857817279,-0.643991443971776
"SJPG0101891.001","sp|Q9UBB4|ATX10_HUMAN","Ataxin-10 OS=Homo sapiens OX=9606 GN=ATXN10 PE=1 SV=1","ATXN10",50,20,0,46.74,-0.362320639366622,18.5459756513088,-3.13404664018641,0.00485678296155339,0.0625188956668437,-2.40383922505765
"SJPG0110155.001","sp|P0C7T5|ATX1L_HUMAN","Ataxin-1-like OS=Homo sapiens OX=9606 GN=ATXN1L PE=1 SV=1","ATXN1L",2,2,1,3.48,0.0796520735981332,16.6524402307557,0.93724468691266,0.358890414622155,0.617579259884052,-6.09912134854724
"SJPG0103007.001","sp|Q99700|ATX2_HUMAN","Ataxin-2 OS=Homo sapiens OX=9606 GN=ATXN2 PE=1 SV=2","ATXN2",42,19,0,17.67,0.184102958482544,19.6486591192151,1.92494433024374,0.0673698599840603,0.259094738414889,-4.78998352933965
"SJPG0101670.001","sp|Q8WWM7|ATX2L_HUMAN","Ataxin-2-like protein OS=Homo sapiens OX=9606 GN=ATXN2L PE=1 SV=2","ATXN2L",30,19,1,19.35,0.1051733678453,19.5058745493324,1.40799779507823,0.173218646791211,0.414476549093327,-5.56901167062158
"SJPG0102199.010","tr|D3VVN5|D3VVN5_HUMAN","Ubiquitinyl hydrolase 1 (Fragment) OS=Homo sapiens OX=9606 GN=ATXN3 PE=2 SV=1","ATXN3",3,2,0,4.13,-0.200715405045468,17.3006954576272,-2.44574746488378,0.0229917931618862,0.144734134436516,-3.83953118602206
"SJPG0110489.002","sp|O15265-2|ATX7_HUMAN","Isoform b of Ataxin-7 OS=Homo sapiens OX=9606 GN=ATXN7","ATXN7",1,1,1,1.48,-0.0690672996843951,16.8769640225322,-0.360548880684967,0.721903210582974,0.870347026299322,-6.47368447506419
"SJPG0106388.001","sp|Q96GX2|A7L3B_HUMAN","Ataxin-7-like protein 3B OS=Homo sapiens OX=9606 GN=ATXN7L3B PE=1 SV=2","ATXN7L3B",4,1,1,10.31,0.053989172533246,17.6850236827306,0.405252832788553,0.689237138754049,0.851916168669697,-6.45626877115955
"SJPG0103405.001","sp|Q13825|AUHM_HUMAN","Methylglutaconyl-CoA hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=AUH PE=1 SV=1","AUH",28,9,0,29.5,0.0436160031584762,18.0971415561113,0.306096079034979,0.762432639453713,0.892559194977313,-6.49218166245504
"SJPG0104155.001","sp|Q9Y679|AUP1_HUMAN","Lipid droplet-regulating VLDL assembly factor AUP1 OS=Homo sapiens OX=9606 GN=AUP1 PE=1 SV=2","AUP1",12,7,0,19.02,-0.0281478393729557,18.5049467631777,-0.280646424308823,0.781625082392694,0.901737048951441,-6.4997996129616
"SJPG0106806.001","sp|Q9NWT8|AKIP_HUMAN","Aurora kinase A-interacting protein OS=Homo sapiens OX=9606 GN=AURKAIP1 PE=1 SV=1","AURKAIP1",6,1,0,5.02,0.789240583289903,19.0285089884468,5.25190501767134,2.94157763345594e-05,0.00262885417521067,2.49301226980658
"SJPG0111476.001","sp|Q9UQB9|AURKC_HUMAN","Aurora kinase C OS=Homo sapiens OX=9606 GN=AURKC PE=1 SV=1","AURKC",1,1,0,3.88,0.49148117444909,15.8176256387234,2.21230753294864,0.0377218150271546,0.190055891516204,-4.28320007042156
"SJPG0107849.001","sp|Q9NQS1|AVEN_HUMAN","Cell death regulator Aven OS=Homo sapiens OX=9606 GN=AVEN PE=1 SV=1","AVEN",2,2,2,8.84,-0.0832361205615904,15.9739448917846,-0.699136696720911,0.491851732994742,0.723235675041628,-6.29251936701498
"SJPG0103766.001","sp|Q8NBF6|AVL9_HUMAN","Late secretory pathway protein AVL9 homolog OS=Homo sapiens OX=9606 GN=AVL9 PE=1 SV=1","AVL9",71,22,4,39.35,-0.215723671934455,20.3803364816315,-1.50792654616964,0.145915043031986,0.378428095665495,-5.43328951650908
"SJPG0110090.001","sp|Q5T1B0|AXDN1_HUMAN","Axonemal dynein light chain domain-containing protein 1 OS=Homo sapiens OX=9606 GN=AXDND1 PE=2 SV=1","AXDND1",3,2,0,1.88,-0.0589629016177824,17.4414774963694,-0.521080779780705,0.607558348975374,0.802739781735156,-6.40186425788358
"SJPG0109159.001","sp|P30530|UFO_HUMAN","Tyrosine-protein kinase receptor UFO OS=Homo sapiens OX=9606 GN=AXL PE=1 SV=4","AXL",6,4,0,4.92,-0.203589390910698,15.9327638428446,-1.96117856270429,0.0627425654554793,0.250671378219527,-4.72871286530633
"SJPG0104871.001","sp|P25311|ZA2G_HUMAN","Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2","AZGP1",2,2,1,9.4,0.0539012050047027,16.2814999546827,0.417037237844424,0.680725145005018,0.847306130215331,-6.45134419864358
"SJPG0105269.001","sp|Q9H6S1|AZI2_HUMAN","5-azacytidine-induced protein 2 OS=Homo sapiens OX=9606 GN=AZI2 PE=1 SV=1","AZI2",16,11,5,33.67,0.142383444531916,17.9377087469893,1.1883128927069,0.247482142371601,0.501338485552226,-5.83966687905769
"SJPG0111493.001","sp|Q96A70|AZIN2_HUMAN","Antizyme inhibitor 2 OS=Homo sapiens OX=9606 GN=AZIN2 PE=1 SV=1","AZIN2",1,1,0,1.52,0.442488625995274,16.6632042112158,2.08607609572006,0.048876838892771,0.219482773660578,-4.51156019783491
"SJPG0103432.001","sp|P61769|B2MG_HUMAN","Beta-2-microglobulin OS=Homo sapiens OX=9606 GN=B2M PE=1 SV=1","B2M",20,3,0,35.29,0.0435336558262094,20.5851758873712,0.218588006901165,0.829002309554397,0.926751992317399,-6.51562224178055
"SJPG0111505.001","sp|Q9Y5Z6|B3GT1_HUMAN","Beta-1,3-galactosyltransferase 1 OS=Homo sapiens OX=9606 GN=B3GALT1 PE=1 SV=1","B3GALT1",18,7,7,20.24,0.338935946062957,18.1401256081961,2.71681208871792,0.0126491328351301,0.10392878319625,-3.29405677358117
"SJPG0109400.001","sp|Q96L58|B3GT6_HUMAN","Beta-1,3-galactosyltransferase 6 OS=Homo sapiens OX=9606 GN=B3GALT6 PE=1 SV=2","B3GALT6",7,5,4,17.02,0.0372584722226073,16.0522688621729,0.373084147760945,0.712685259459929,0.866198942518081,-6.46900341943056
"SJPG0107967.001","sp|Q9NPZ5|B3GA2_HUMAN","Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2 OS=Homo sapiens OX=9606 GN=B3GAT2 PE=1 SV=2","B3GAT2",7,4,0,14.86,0.0966635394184916,15.7948550415824,0.581073301023145,0.567144670792777,0.778494063408491,-6.36847147856036
"SJPG0102341.001","sp|O94766|B3GA3_HUMAN","Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 OS=Homo sapiens OX=9606 GN=B3GAT3 PE=1 SV=2","B3GAT3",1,1,0,8.06,-0.155209908493788,15.2504870675427,-1.17029547344817,0.254504448784622,0.50911633960631,-5.86010336874466
"SJPG0105125.001","sp|Q6Y288|B3GLT_HUMAN","Beta-1,3-glucosyltransferase OS=Homo sapiens OX=9606 GN=B3GLCT PE=1 SV=2","B3GLCT",10,6,6,15.46,0.225458703306288,17.3623549291383,1.89212068219574,0.0718181978702055,0.266079973474056,-4.84479233096825
